"userid","age","gender","subscriptionplan","registrationdate","lastvisitdate","averagevisitfrequency","averagesessionduration","favoriteactivity","monthlyusage","monthsactive","churn"
"user_4820",62,"Female","Student","2021-10-30","2023-10-03 19:05:00",NULL,"87.50","CrossFit",NULL,"36",1
"user_4667",22,"Male","Student","2023-03-16","2023-09-23 22:00:00","2.14","106.00","Swimming","2.1428571428571429","19",1
"user_3144",51,"Female","Student","2023-04-29","2023-10-01 17:17:00","1.83","111.09","Swimming","1.8333333333333333","18",1
"user_793",35,"Female","Basic","2023-04-09","2023-09-15 13:33:00","1.00","104.71","Cardio","1.00000000000000000000","19",1
"user_1264",50,"Female","Student","2022-04-21","2023-09-10 18:23:00","1.83","130.00","Cardio","1.8333333333333333","30",1
"user_3096",21,"Non-binary","Student","2023-07-24","2023-09-23 15:59:00","2.67","73.50","Yoga","2.6666666666666667","15",1
"user_719",62,"Female","Pro","2022-06-12","2023-09-17 13:23:00","2.40","121.92","Yoga","2.4000000000000000","29",1
"user_1014",52,"Male","Pro","2022-09-08","2023-10-03 20:22:00","6.00","100.83","Swimming","6.0000000000000000","26",1
"user_2098",27,"Male","Pro","2023-08-21","2023-09-19 11:19:00","6.50","136.23","Swimming","6.5000000000000000","14",1
"user_2735",45,"Male","Student","2021-08-10","2023-10-13 18:41:00","3.00","122.22","Yoga","3.0000000000000000","39",1
"user_223",34,"Female","Pro","2022-05-01","2023-10-07 16:23:00","1.50","100.22","Swimming","1.5000000000000000","30",1
"user_4504",19,"Male","Basic","2023-10-11","2023-10-13 20:04:00","12.00","88.42","Yoga","12.0000000000000000","13",1
"user_2001",34,"Female","Student","2021-02-26","2023-09-17 11:53:00","1.75","86.43","Swimming","1.7500000000000000","44",1
"user_3556",26,"Male","Pro","2021-03-18","2023-10-14 13:04:00","1.71","124.75","Yoga","1.7142857142857143","43",1
"user_550",49,"Male","Basic","2022-08-26","2023-10-06 11:18:00","9.00","97.00","CrossFit","9.0000000000000000","26",1
"user_750",27,"Male","Basic","2023-10-11","2023-07-09 13:17:00","4.00","131.75","CrossFit","4.0000000000000000","13",1
"user_566",29,"Male","Student","2023-05-24","2023-09-05 11:15:00","2.40","115.17","Pilates","2.4000000000000000","17",1
"user_4849",54,"Male","Student","2021-01-17","2023-10-11 16:14:00","0.89","87.75","Cardio","0.88888888888888888889","45",1
"user_2804",48,"Male","Basic","2021-09-26","2023-10-01 14:48:00","13.00","109.92","Pilates","13.0000000000000000","37",1
"user_3480",55,"Female","Basic","2022-11-21","2023-10-12 17:46:00","1.36","128.40","Weightlifting","1.3636363636363636","23",1
"user_16",20,"Female","Student","2023-02-06","2023-09-08 12:59:00","0.89","87.00","CrossFit","0.88888888888888888889","21",1
"user_2414",55,"Male","Student","2021-06-27","2023-10-06 22:06:00","2.50","117.10","Cardio","2.5000000000000000","40",1
"user_1460",27,"Female","Basic","2022-04-07","2023-09-22 08:32:00","1.57","108.82","Cardio","1.5714285714285714","31",1
"user_4724",51,"Non-binary","Pro","2023-08-07","2023-09-20 20:22:00","4.67","100.79","CrossFit","4.6666666666666667","15",1
"user_1694",51,"Female","Pro","2023-07-21","2023-10-05 21:54:00","6.67","109.65","Swimming","6.6666666666666667","15",1
"user_3396",62,"Female","Basic","2022-04-29","2023-10-05 11:25:00","3.00","92.83","Pilates","3.0000000000000000","30",1
"user_1952",21,"Female","Student","2023-05-18","2023-10-10 14:45:00","1.60","90.25","Cardio","1.6000000000000000","17",1
"user_1545",54,"Male","Basic","2022-10-05","2023-09-15 16:03:00","8.00","103.00","CrossFit","8.0000000000000000","25",1
"user_4194",40,"Female","Basic","2023-01-12","2023-09-25 18:28:00","1.60","102.69","Pilates","1.6000000000000000","22",1
"user_3024",38,"Male","Student","2022-11-25","2023-10-14 17:26:00","0.64","129.71","Pilates","0.63636363636363636364","23",1
"user_2783",38,"Male","Pro","2021-04-26","2023-08-23 19:35:00","1.33","99.75","Swimming","1.3333333333333333","42",1
"user_673",31,"Female","Basic","2022-08-20","2023-09-30 11:48:00","5.50","115.91","Yoga","5.5000000000000000","26",1
"user_1575",51,"Female","Basic","2022-09-13","2023-10-02 20:21:00","9.00","106.61","Swimming","9.0000000000000000","26",1
"user_4955",55,"Male","Student","2022-06-06","2023-09-25 07:45:00","3.40","108.53","Yoga","3.4000000000000000","29",1
"user_3275",28,"Female","Student","2021-05-12","2023-09-25 22:07:00","1.83","107.09","Weightlifting","1.8333333333333333","42",1
"user_792",51,"Female","Student","2021-02-14","2023-10-11 08:37:00","0.89","92.00","Pilates","0.88888888888888888889","45",1
"user_1523",56,"Male","Basic","2021-10-11","2023-10-09 20:41:00","9.00","103.44","Weightlifting","9.0000000000000000","37",1
"user_4141",54,"Male","Student","2023-06-04","2023-08-19 18:42:00","0.80","118.25","Weightlifting","0.80000000000000000000","17",1
"user_3407",62,"Male","Student","2022-06-03","2023-10-03 11:47:00","1.40","66.00","CrossFit","1.4000000000000000","29",1
"user_823",40,"Male","Basic","2021-05-05","2023-08-19 21:12:00","1.67","99.00","CrossFit","1.6666666666666667","42",1
"user_4112",34,"Male","Student","2021-12-23","2023-09-30 10:39:00","1.10","133.82","Cardio","1.1000000000000000","34",1
"user_2628",25,"Female","Basic","2021-11-30","2023-10-08 13:57:00","1.18","114.54","CrossFit","1.1818181818181818","35",1
"user_24",38,"Male","Basic","2022-07-11","2023-10-13 12:57:00","1.50","92.33","CrossFit","1.5000000000000000","28",1
"user_3175",51,"Female","Pro","2022-03-20","2023-09-25 20:25:00","1.14","115.75","Swimming","1.1428571428571429","31",1
"user_1774",33,"Female","Basic","2023-07-30","2023-09-29 13:16:00","4.33","97.08","Yoga","4.3333333333333333","15",1
"user_3744",33,"Female","Basic","2022-06-09","2023-10-04 19:02:00","1.20","102.67","Weightlifting","1.2000000000000000","29",1
"user_3091",25,"Male","Student","2023-03-03","2023-07-05 13:59:00","0.75","106.50","Yoga","0.75000000000000000000","20",1
"user_2858",47,"Male","Pro","2021-09-01","2023-09-16 11:49:00","5.50","99.09","Weightlifting","5.5000000000000000","38",1
"user_4157",20,"Male","Student","2023-08-10","2023-05-23 20:33:00","1.33","93.50","Pilates","1.3333333333333333","15",1
"user_2428",28,"Male","Pro","2023-06-07","2023-10-04 14:32:00","2.40","122.08","Pilates","2.4000000000000000","17",1
"user_1395",22,"Female","Basic","2023-07-05","2023-08-13 15:51:00","2.00","86.38","Swimming","2.0000000000000000","16",1
"user_874",39,"Female","Basic","2022-01-16","2023-10-11 20:55:00","1.22","133.82","Weightlifting","1.2222222222222222","33",1
"user_4103",40,"Male","Student","2021-01-13","2023-07-10 17:07:00","0.70","116.86","CrossFit","0.70000000000000000000","46",1
"user_3010",27,"Female","Pro","2021-12-03","2023-10-14 12:24:00","1.09","108.50","Yoga","1.0909090909090909","35",1
"user_2772",20,"Male","Student","2021-03-20","2023-09-28 17:01:00","1.71","112.67","Pilates","1.7142857142857143","43",1
"user_4714",50,"Male","Student","2021-05-02","2023-10-13 14:04:00","2.17","123.00","Weightlifting","2.1666666666666667","42",1
"user_4541",27,"Non-binary","Pro","2023-09-03","2023-10-12 17:19:00","7.00","109.50","CrossFit","7.0000000000000000","14",1
"user_2839",51,"Male","Student","2021-03-12","2023-10-09 18:00:00","1.13","107.00","Yoga","1.1250000000000000","44",1
"user_2840",47,"Female","Basic","2021-02-15","2023-10-08 09:29:00","1.88","112.07","Yoga","1.8750000000000000","44",1
"user_4454",22,"Female","Pro","2023-08-27","2023-09-06 21:33:00","6.00","124.67","Yoga","6.0000000000000000","14",1
"user_372",57,"Non-binary","Student","2022-10-14","2023-08-28 17:08:00","7.00","112.57","Cardio","7.0000000000000000","25",1
"user_3707",30,"Female","Pro","2022-08-22","2023-10-08 16:19:00","5.00","98.30","Swimming","5.0000000000000000","26",1
"user_4458",58,"Male","Basic","2021-09-05","2023-10-01 11:28:00","6.50","111.38","Pilates","6.5000000000000000","38",1
"user_777",47,"Female","Basic","2022-02-27","2023-09-01 20:52:00","1.88","105.33","Swimming","1.8750000000000000","32",1
"user_4019",45,"Female","Basic","2022-04-18","2023-09-07 12:07:00","2.00","111.25","Weightlifting","2.0000000000000000","30",1
"user_3365",59,"Female","Pro","2021-10-04","2023-07-10 17:06:00","9.00","133.44","Pilates","9.0000000000000000","37",1
"user_4407",28,"Female","Student","2021-08-09","2023-08-12 16:03:00","3.67","103.91","Pilates","3.6666666666666667","39",1
"user_291",46,"Male","Pro","2022-12-11","2023-09-12 14:08:00","0.82","84.44","Yoga","0.81818181818181818182","23",1
"user_4034",25,"Male","Student","2023-01-04","2023-10-08 08:10:00","1.50","99.60","CrossFit","1.5000000000000000","22",1
"user_4384",33,"Male","Basic","2021-11-08","2023-09-11 13:02:00",NULL,"111.38","Yoga",NULL,"36",1
"user_1841",42,"Male","Student","2023-06-14","2023-09-28 21:08:00","1.80","112.78","Pilates","1.8000000000000000","17",1
"user_34",32,"Female","Pro","2021-05-22","2023-09-24 23:21:00","2.60","116.00","Yoga","2.6000000000000000","41",1
"user_1016",48,"Non-binary","Student","2022-06-30","2023-10-15 11:06:00","1.50","87.67","Swimming","1.5000000000000000","28",1
"user_1517",30,"Female","Pro","2021-02-16","2023-10-09 17:28:00","0.88","130.29","CrossFit","0.87500000000000000000","44",1
"user_460",45,"Male","Basic","2021-02-04","2023-07-25 16:32:00","1.00","97.33","Weightlifting","1.00000000000000000000","45",1
"user_1033",54,"Non-binary","Student","2022-06-09","2023-10-11 20:12:00","1.60","94.13","Yoga","1.6000000000000000","29",1
"user_4730",56,"Female","Pro","2022-05-10","2023-07-03 13:32:00","2.00","102.92","Weightlifting","2.0000000000000000","30",1
"user_219",23,"Female","Student","2023-05-15","2023-09-19 11:32:00","2.00","98.50","Swimming","2.0000000000000000","17",1
"user_1589",35,"Female","Pro","2023-02-19","2023-08-25 13:55:00","1.75","110.07","Cardio","1.7500000000000000","20",1
"user_4557",60,"Female","Basic","2023-03-04","2023-06-08 09:14:00","1.25","119.30","Weightlifting","1.2500000000000000","20",1
"user_2341",50,"Female","Basic","2022-09-22","2023-10-12 12:19:00","10.00","116.70","CrossFit","10.0000000000000000","25",1
"user_3962",44,"Male","Basic","2022-12-20","2023-09-16 17:17:00","1.20","115.92","Swimming","1.2000000000000000","22",1
"user_3104",28,"Male","Pro","2022-05-09","2023-07-21 11:12:00","1.50","135.78","Cardio","1.5000000000000000","30",1
"user_2461",38,"Female","Basic","2023-06-18","2023-10-05 19:53:00","3.00","113.33","Yoga","3.0000000000000000","16",1
"user_1723",18,"Non-binary","Pro","2021-10-04","2023-09-24 09:35:00","8.00","115.00","Swimming","8.0000000000000000","37",1
"user_1161",18,"Female","Student","2021-05-25","2023-08-15 21:08:00","2.40","92.42","CrossFit","2.4000000000000000","41",1
"user_2869",37,"Female","Basic","2022-02-01","2023-10-03 14:03:00","0.67","110.33","Cardio","0.66666666666666666667","33",1
"user_1631",30,"Non-binary","Student","2021-04-20","2023-10-03 12:24:00","1.50","87.67","Yoga","1.5000000000000000","42",1
"user_4042",18,"Male","Basic","2023-07-26","2023-10-03 20:06:00","4.33","110.54","Yoga","4.3333333333333333","15",1
"user_773",29,"Male","Pro","2021-01-07","2023-10-07 17:17:00","0.50","81.20","Cardio","0.50000000000000000000","46",1
"user_1651",33,"Male","Pro","2022-08-18","2023-09-10 21:31:00","4.00","97.88","Yoga","4.0000000000000000","26",1
"user_1442",38,"Male","Student","2023-02-27","2023-10-08 16:48:00","0.75","110.33","Cardio","0.75000000000000000000","20",1
"user_2906",21,"Female","Student","2023-07-24","2023-10-10 08:56:00","2.33","125.86","Cardio","2.3333333333333333","15",1
"user_4305",26,"Male","Basic","2021-09-19","2023-09-20 22:36:00","13.00","111.15","Cardio","13.0000000000000000","37",1
"user_5",25,"Female","Basic","2021-01-08","2023-09-30 17:31:00","0.70","105.57","Weightlifting","0.70000000000000000000","46",1
"user_3384",63,"Female","Student","2021-08-18","2023-09-11 20:23:00","7.50","117.00","Yoga","7.5000000000000000","38",1
"user_3521",22,"Female","Student","2022-05-16","2023-10-10 10:39:00","2.00","115.40","Cardio","2.0000000000000000","29",1
"user_1719",29,"Female","Student","2021-06-23","2023-10-10 15:41:00","1.75","99.57","Pilates","1.7500000000000000","40",1
"user_4464",51,"Male","Student","2021-08-28","2023-07-24 19:43:00","3.00","88.67","Pilates","3.0000000000000000","38",1
"user_3506",18,"Female","Pro","2021-12-27","2023-07-30 17:28:00","0.70","100.14","Swimming","0.70000000000000000000","34",1
"user_2325",21,"Non-binary","Student","2022-12-28","2023-09-25 10:46:00","1.00","128.40","Cardio","1.00000000000000000000","22",1
"user_4262",48,"Female","Student","2023-03-01","2023-10-13 19:35:00","1.75","98.43","Pilates","1.7500000000000000","20",1
"user_885",24,"Non-binary","Basic","2022-05-02","2023-09-27 11:49:00","1.83","86.91","Cardio","1.8333333333333333","30",1
"user_3496",50,"Male","Basic","2021-08-20","2023-10-14 12:42:00","7.00","111.00","Pilates","7.0000000000000000","38",1
"user_575",36,"Male","Student","2022-01-03","2023-09-27 19:56:00","0.90","93.56","CrossFit","0.90000000000000000000","34",1
"user_271",26,"Female","Basic","2023-06-04","2023-09-22 10:44:00","1.80","122.78","Cardio","1.8000000000000000","17",1
"user_233",26,"Male","Basic","2022-10-17","2023-08-19 09:46:00",NULL,"109.69","Pilates",NULL,"24",1
"user_2036",60,"Female","Student","2022-01-12","2023-10-09 12:11:00","1.20","94.33","Pilates","1.2000000000000000","34",1
"user_454",43,"Male","Pro","2023-06-06","2023-08-30 19:51:00","1.80","120.22","CrossFit","1.8000000000000000","17",1
"user_4692",39,"Female","Pro","2022-04-15","2023-10-05 06:53:00","1.50","105.44","CrossFit","1.5000000000000000","30",1
"user_873",64,"Female","Student","2021-01-28","2023-10-10 17:19:00","1.22","102.64","Cardio","1.2222222222222222","45",1
"user_4514",38,"Male","Pro","2023-01-27","2023-10-13 09:53:00","1.33","96.75","Cardio","1.3333333333333333","21",1
"user_1874",56,"Female","Student","2021-04-16","2023-10-15 16:32:00","1.50","109.11","Pilates","1.5000000000000000","42",1
"user_3541",44,"Male","Basic","2023-04-28","2023-10-07 20:01:00","1.50","103.67","Weightlifting","1.5000000000000000","18",1
"user_1346",38,"Female","Pro","2023-09-03","2023-10-03 14:29:00","5.50","95.18","Pilates","5.5000000000000000","14",1
"user_3564",21,"Male","Pro","2021-06-10","2023-10-15 13:07:00","2.40","101.75","CrossFit","2.4000000000000000","41",1
"user_2071",56,"Female","Pro","2021-01-04","2023-10-14 15:27:00","0.90","133.00","Pilates","0.90000000000000000000","46",1
"user_3256",52,"Male","Basic","2022-12-20","2023-09-28 11:28:00","1.20","91.92","Cardio","1.2000000000000000","22",1
"user_3230",39,"Male","Pro","2022-04-13","2023-10-13 13:29:00","2.00","131.86","CrossFit","2.0000000000000000","31",1
"user_1765",28,"Male","Basic","2021-06-29","2023-08-30 10:41:00","2.00","77.63","Pilates","2.0000000000000000","40",1
"user_2685",49,"Male","Basic","2021-07-29","2023-08-06 07:05:00","2.67","93.63","Swimming","2.6666666666666667","39",1
"user_2254",24,"Male","Pro","2021-12-07","2023-09-25 17:55:00","1.45","88.06","CrossFit","1.4545454545454545","35",1
"user_2769",18,"Male","Pro","2023-02-11","2023-09-23 09:46:00","1.00","84.11","Swimming","1.00000000000000000000","21",1
"user_2238",42,"Female","Basic","2023-08-21","2023-10-13 12:47:00","6.50","99.69","Yoga","6.5000000000000000","14",1
"user_4544",38,"Non-binary","Pro","2022-03-07","2023-09-26 19:57:00","1.00","116.75","Pilates","1.00000000000000000000","32",1
"user_3299",29,"Non-binary","Student","2023-06-21","2023-08-21 14:13:00","3.25","112.15","Weightlifting","3.2500000000000000","16",1
"user_1313",52,"Male","Student","2021-12-18","2023-10-05 07:43:00","1.20","88.58","Yoga","1.2000000000000000","34",1
"user_1114",48,"Male","Pro","2023-03-29","2023-09-18 16:13:00","1.57","99.64","Swimming","1.5714285714285714","19",1
"user_942",21,"Male","Student","2023-02-02","2023-08-21 18:09:00","1.00","119.56","Weightlifting","1.00000000000000000000","21",1
"user_1002",57,"Female","Basic","2021-08-14","2023-10-14 12:06:00","4.33","105.62","Pilates","4.3333333333333333","39",1
"user_4686",34,"Male","Basic","2022-02-17","2023-09-30 10:44:00","1.13","96.11","Weightlifting","1.1250000000000000","32",1
"user_4192",62,"Female","Basic","2023-03-08","2023-09-10 19:31:00","1.00","88.75","Swimming","1.00000000000000000000","20",1
"user_3421",36,"Male","Basic","2022-11-21","2023-10-13 19:46:00","1.27","132.79","Yoga","1.2727272727272727","23",1
"user_58",31,"Male","Pro","2022-10-18","2023-09-16 16:50:00",NULL,"88.71","Weightlifting",NULL,"24",1
"user_4791",31,"Female","Pro","2023-07-31","2023-09-17 18:39:00","2.00","81.00","Yoga","2.0000000000000000","15",1
"user_3257",58,"Male","Basic","2021-06-22","2023-10-02 08:05:00","5.00","117.80","Pilates","5.0000000000000000","40",1
"user_3125",51,"Female","Pro","2023-04-05","2023-09-19 18:45:00","2.43","104.65","Pilates","2.4285714285714286","19",1
"user_1236",55,"Female","Basic","2021-02-03","2023-10-07 15:33:00","0.56","141.20","Swimming","0.55555555555555555556","45",1
"user_1071",20,"Female","Pro","2021-05-17","2023-09-26 16:36:00","1.80","88.78","Yoga","1.8000000000000000","41",1
"user_3304",58,"Male","Basic","2023-06-02","2023-09-18 12:44:00","3.00","107.40","CrossFit","3.0000000000000000","17",1
"user_356",59,"Male","Pro","2023-10-14","2023-08-30 15:35:00","11.00","111.09","Yoga","11.0000000000000000","13",1
"user_4327",49,"Male","Basic","2022-05-13","2023-10-10 13:00:00","2.33","99.07","Swimming","2.3333333333333333","30",1
"user_4385",60,"Male","Pro","2021-06-23","2023-09-23 13:09:00","2.25","112.56","CrossFit","2.2500000000000000","40",1
"user_1634",30,"Male","Student","2022-06-10","2023-08-09 20:13:00","1.40","116.86","Swimming","1.4000000000000000","29",1
"user_2923",47,"Male","Basic","2023-08-12","2023-09-25 16:45:00","1.67","139.20","Yoga","1.6666666666666667","15",1
"user_748",54,"Female","Student","2021-03-29","2023-09-18 16:07:00","1.57","132.18","Yoga","1.5714285714285714","43",1
"user_1993",64,"Non-binary","Basic","2023-04-06","2023-09-22 18:55:00","1.57","104.36","Yoga","1.5714285714285714","19",1
"user_3823",60,"Male","Basic","2021-09-27","2023-10-14 09:11:00","13.00","112.08","Yoga","13.0000000000000000","37",1
"user_2234",19,"Female","Pro","2023-03-19","2023-08-23 20:24:00","1.14","96.75","Swimming","1.1428571428571429","19",1
"user_1610",20,"Non-binary","Student","2023-02-27","2023-09-06 13:17:00","1.38","94.27","Cardio","1.3750000000000000","20",1
"user_2421",19,"Male","Basic","2023-08-20","2023-10-01 22:38:00","10.50","112.62","Cardio","10.5000000000000000","14",1
"user_1821",55,"Male","Basic","2022-08-24","2023-08-10 13:34:00","4.00","95.50","Swimming","4.0000000000000000","26",1
"user_1558",23,"Female","Basic","2022-06-06","2023-10-05 18:48:00","2.40","100.17","Yoga","2.4000000000000000","29",1
"user_2661",45,"Male","Pro","2022-07-07","2023-10-10 17:14:00","4.00","120.75","CrossFit","4.0000000000000000","28",1
"user_2275",43,"Non-binary","Basic","2021-09-28","2023-10-08 20:24:00","6.00","74.67","Pilates","6.0000000000000000","37",1
"user_4853",34,"Female","Pro","2023-10-14","2023-09-25 22:15:00","10.00","106.50","Weightlifting","10.0000000000000000","13",1
"user_2676",42,"Male","Pro","2022-09-17","2023-09-09 21:37:00","11.00","84.45","Cardio","11.0000000000000000","25",1
"user_2559",22,"Female","Student","2023-01-12","2023-09-21 11:46:00","1.30","120.00","Yoga","1.3000000000000000","22",1
"user_489",33,"Female","Basic","2021-02-24","2023-09-03 16:51:00","1.38","77.73","Yoga","1.3750000000000000","44",1
"user_1073",25,"Male","Basic","2022-05-11","2023-10-02 09:01:00","1.67","102.60","Swimming","1.6666666666666667","30",1
"user_4454",22,"Female","Pro","2023-08-27","2023-09-13 12:44:00","5.50","87.36","CrossFit","5.5000000000000000","14",1
"user_4630",32,"Female","Student","2022-04-09","2023-10-09 19:07:00","2.14","114.27","Pilates","2.1428571428571429","31",1
"user_4820",62,"Female","Student","2021-10-30","2023-10-01 07:43:00",NULL,"83.91","Pilates",NULL,"36",1
"user_4286",47,"Non-binary","Student","2022-03-04","2023-08-12 20:26:00","0.88","125.57","Weightlifting","0.87500000000000000000","32",1
"user_2567",40,"Female","Basic","2023-05-03","2023-09-15 07:51:00","1.50","91.78","Cardio","1.5000000000000000","18",1
"user_2520",42,"Female","Basic","2022-02-01","2023-08-19 16:36:00","1.44","109.62","CrossFit","1.4444444444444444","33",1
"user_641",30,"Male","Student","2023-08-18","2023-08-19 07:30:00","5.00","116.40","Weightlifting","5.0000000000000000","14",1
"user_2399",57,"Male","Student","2021-11-18","2023-10-13 15:09:00","1.18","103.62","Swimming","1.1818181818181818","35",1
"user_1623",32,"Male","Pro","2021-08-02","2023-09-17 10:32:00","3.33","101.70","Swimming","3.3333333333333333","39",1
"user_4921",27,"Female","Student","2021-11-09","2023-10-01 14:08:00",NULL,"117.13","Pilates",NULL,"36",1
"user_3044",20,"Non-binary","Pro","2022-03-21","2023-07-24 17:37:00","1.71","112.25","CrossFit","1.7142857142857143","31",1
"user_1868",30,"Female","Basic","2022-03-10","2023-09-10 11:26:00","1.50","105.08","Pilates","1.5000000000000000","32",1
"user_4565",64,"Male","Student","2023-02-01","2023-09-12 11:53:00","1.22","119.45","Weightlifting","1.2222222222222222","21",1
"user_2402",47,"Female","Student","2023-04-23","2023-10-01 23:01:00","2.17","127.69","Cardio","2.1666666666666667","18",1
"user_1425",61,"Female","Basic","2021-06-01","2023-09-27 15:03:00","2.20","62.82","Swimming","2.2000000000000000","41",1
"user_1108",64,"Female","Basic","2023-06-11","2023-09-09 08:37:00","2.20","109.00","Cardio","2.2000000000000000","17",1
"user_3752",51,"Male","Basic","2022-07-14","2023-09-30 08:55:00","2.00","117.63","CrossFit","2.0000000000000000","28",1
"user_2131",48,"Male","Student","2022-09-11","2023-09-06 13:16:00","5.50","106.55","CrossFit","5.5000000000000000","26",1
"user_4096",43,"Female","Basic","2023-05-25","2023-08-24 13:36:00","1.60","103.75","CrossFit","1.6000000000000000","17",1
"user_3482",61,"Non-binary","Student","2022-01-13","2023-09-14 18:58:00","1.00","111.40","CrossFit","1.00000000000000000000","34",1
"user_388",18,"Female","Student","2022-07-18","2023-09-03 15:32:00","3.67","109.18","Swimming","3.6666666666666667","27",1
"user_1241",56,"Male","Basic","2023-05-25","2023-09-28 21:37:00","3.40","113.88","CrossFit","3.4000000000000000","17",1
"user_4086",30,"Female","Pro","2021-05-27","2023-09-19 18:10:00","2.60","120.46","Yoga","2.6000000000000000","41",1
"user_3773",34,"Female","Basic","2023-08-03","2023-09-21 19:56:00","2.33","108.43","Cardio","2.3333333333333333","15",1
"user_2610",45,"Female","Pro","2021-11-25","2023-09-12 17:25:00","0.73","119.13","CrossFit","0.72727272727272727273","35",1
"user_4008",43,"Male","Student","2021-08-18","2023-09-12 20:18:00","5.50","80.73","Weightlifting","5.5000000000000000","38",1
"user_386",62,"Female","Student","2023-06-02","2023-10-02 21:50:00","2.00","87.50","Cardio","2.0000000000000000","17",1
"user_1105",25,"Female","Pro","2023-03-10","2023-09-18 14:38:00","1.13","114.89","Yoga","1.1250000000000000","20",1
"user_2833",20,"Male","Student","2021-03-12","2023-09-29 16:42:00","1.00","79.25","Pilates","1.00000000000000000000","44",1
"user_3619",28,"Male","Basic","2021-09-22","2023-08-11 12:47:00","13.00","99.08","Swimming","13.0000000000000000","37",1
"user_3491",40,"Non-binary","Pro","2022-04-03","2023-10-12 10:28:00","1.00","65.14","Cardio","1.00000000000000000000","31",1
"user_3640",41,"Male","Pro","2021-11-08","2023-10-02 09:01:00",NULL,"80.78","CrossFit",NULL,"36",1
"user_2581",34,"Female","Basic","2023-02-12","2023-10-09 18:08:00","1.22","118.00","Yoga","1.2222222222222222","21",1
"user_3671",48,"Male","Basic","2023-05-01","2023-09-26 14:43:00","2.00","104.33","Weightlifting","2.0000000000000000","18",1
"user_50",37,"Male","Pro","2022-03-16","2023-10-13 13:41:00","2.00","118.43","CrossFit","2.0000000000000000","31",1
"user_1206",34,"Non-binary","Student","2022-06-16","2023-08-31 20:34:00","2.25","96.44","Cardio","2.2500000000000000","28",1
"user_4576",50,"Male","Basic","2023-09-15","2023-10-05 17:41:00","9.00","119.67","Cardio","9.0000000000000000","13",1
"user_3504",54,"Male","Pro","2021-04-05","2023-09-27 11:43:00","1.14","121.25","Pilates","1.1428571428571429","43",1
"user_930",54,"Male","Student","2023-05-23","2023-08-18 12:41:00","0.80","124.25","Pilates","0.80000000000000000000","17",1
"user_3282",20,"Male","Pro","2023-03-06","2023-10-01 09:50:00","1.25","113.30","Pilates","1.2500000000000000","20",1
"user_3049",52,"Female","Student","2022-12-24","2023-10-14 11:13:00","1.20","89.58","Weightlifting","1.2000000000000000","22",1
"user_3392",25,"Female","Basic","2022-03-01","2023-09-21 19:18:00","1.00","94.25","Cardio","1.00000000000000000000","32",1
"user_2546",53,"Non-binary","Pro","2022-04-09","2023-09-22 17:37:00","1.43","106.10","Yoga","1.4285714285714286","31",1
"user_478",22,"Male","Basic","2021-02-15","2023-09-20 12:42:00","1.50","104.50","Yoga","1.5000000000000000","44",1
"user_2130",30,"Female","Student","2022-01-21","2023-07-26 14:31:00","1.22","83.00","CrossFit","1.2222222222222222","33",1
"user_1578",20,"Female","Student","2022-05-05","2023-10-14 18:36:00","2.50","105.73","Yoga","2.5000000000000000","30",1
"user_3281",54,"Male","Basic","2022-11-05","2023-10-05 10:43:00",NULL,"112.42","Pilates",NULL,"24",1
"user_3284",50,"Female","Pro","2022-10-05","2023-10-15 13:26:00","16.00","105.94","Weightlifting","16.0000000000000000","25",1
"user_1863",50,"Male","Pro","2022-10-26","2023-08-29 17:25:00",NULL,"107.75","Cardio",NULL,"24",1
"user_545",35,"Male","Student","2022-04-26","2023-06-18 08:20:00","1.83","108.55","Swimming","1.8333333333333333","30",1
"user_3277",38,"Non-binary","Student","2023-01-25","2023-10-05 22:39:00","1.67","76.80","Yoga","1.6666666666666667","21",1
"user_4589",27,"Female","Student","2022-02-11","2023-10-01 12:45:00","0.89","103.75","Swimming","0.88888888888888888889","33",1
"user_2177",63,"Female","Pro","2023-02-20","2023-10-09 18:30:00","1.50","122.33","CrossFit","1.5000000000000000","20",1
"user_4267",57,"Male","Basic","2021-05-22","2023-09-22 15:41:00","2.40","122.83","Cardio","2.4000000000000000","41",1
"user_1097",30,"Female","Basic","2021-06-22","2023-08-31 11:42:00","2.25","92.11","CrossFit","2.2500000000000000","40",1
"user_773",29,"Male","Pro","2021-01-07","2023-09-06 17:45:00","0.90","91.11","Swimming","0.90000000000000000000","46",1
"user_754",38,"Male","Basic","2023-03-19","2023-10-13 11:00:00","1.00","113.43","Cardio","1.00000000000000000000","19",1
"user_394",40,"Male","Basic","2023-04-08","2023-09-05 10:13:00","1.14","114.50","Pilates","1.1428571428571429","19",1
"user_187",25,"Female","Student","2022-03-31","2023-10-06 18:16:00","1.43","98.30","Yoga","1.4285714285714286","31",1
"user_605",55,"Male","Pro","2023-02-27","2023-07-20 16:06:00","1.63","127.08","Weightlifting","1.6250000000000000","20",1
"user_3957",64,"Male","Student","2022-07-11","2023-08-20 17:00:00","2.00","88.25","Yoga","2.0000000000000000","28",1
"user_28",61,"Female","Student","2021-08-22","2023-09-29 11:20:00","5.50","118.18","CrossFit","5.5000000000000000","38",1
"user_368",59,"Male","Basic","2023-08-16","2023-10-03 17:24:00","4.00","94.25","Pilates","4.0000000000000000","14",1
